user_name,create_date,opinion,situation,category
Jose,2025/2/20,会長ってのはね、暇そうで意外と忙しい。困ったもんだよ本当に,会長就任の挨拶,経営
Jose,2026/4/9,これからはね、育てる側だ。自分で稼ぐより、楽しくなってきたんだよ,若手起業家との勉強会,若手
Clara,2008/5/12,戦略はね、地形を読んだ瞬間に半分終わってるんだよ,駒場のゼミ,戦略
Clara,2009/6/8,戦争史を読まずに経営語る人、私は信用しないことにしてる,サークルの飲み会,歴史
Clara,2010/11/22,兵站が崩れた瞬間に勝敗は決まる。本戦は前哨戦の前に終わってるんだよ,卒論執筆中の議論,戦略
Clara,2011/4/2,スーツ揃える前に、脳の解像度上げる方が早いんじゃない?,新人配属面談,仕事
Clara,2011/9/15,データを並べる前に、相手のドクトリンを読まないとダメだよね,案件キックオフ,戦略
Clara,2012/3/8,これね、構造的にはミッドウェイなんだよ。情報優位を勘違いしてる,社内ブレスト,歴史
Clara,2012/8/19,早く動けばいいってもんじゃない。待つことが攻撃なんだよ,案件レビュー,戦略
Clara,2013/2/24,すみません、その仮説は前提が崩れてます。一度戻りませんか,クライアント役員会同席,仕事
Clara,2013/7/11,顔とか体型とか、こっちはどうでもいいの。話せるかどうかなんだよ,同期との飲み会,恋愛
Clara,2014/1/30,中国は焦らしてくるよ。こっちが焦った瞬間に詰む構造、これは,半導体戦略会議,地政学
Clara,2014/5/22,戦略はアマチュアが語る。プロは兵站を語るんだよ結局,後輩への指導,戦略
Clara,2014/10/9,すいません、それポリシー違反です。引き受けられません,クライアント提案会議,ポリシー
Clara,2015/3/4,日本にいるとね、戦略の解像度が落ちる気がするんだよ正直,渡米前の送別会,仕事
Clara,2015/9/17,米国は喋るのが上手いだけ。中身は意外と薄いことも多いよ,DCで同僚と雑談,地政学
Clara,2016/2/14,サイバーはね、抑止が効かない初めての領域。皆まだ分かってない,シンクタンク研究会,地政学
Clara,2016/8/6,抑止の本質は、相手に計算させることなんだよ結局,戦史を読みながら,歴史
Clara,2017/4/11,日本の安保論議、まだ1990年代で時計が止まってる感じあるよね,帰国直後の旧友会食,地政学
Clara,2017/11/3,経済安保ってね、結局は同盟設計の話なんだよ,政府系委員会,地政学
Clara,2018/3/9,パートナーになる気はある。ただ、踏むものは踏まないと約束して,上長との面談,仕事
Clara,2018/9/26,ここぞの瞬間に全部を出す。普段は7割で流していいんだよ,後輩メンタリング,戦略
Clara,2019/5/16,買った後の統治設計まで描けないなら、買収するべきじゃない,M&A投資委員会,戦略
Clara,2019/11/22,31か。私の年齢でハンニバルはもうカンナエ終わってるんだよなぁ,自宅で独り言,歴史
Clara,2020/2/4,こっちはコンサルじゃない。今日から実行責任を負う側に立つ,VP着任の挨拶,仕事
Clara,2020/8/11,パンデミックは戦争じゃない、補給線の試験なんだよこれは,コロナ下の経営会議,戦略
Clara,2021/1/19,米中はね、もう戻れない。デカップリング前提で動くしかないよ,遅れた社内新年会,地政学
Clara,2021/6/30,君ね、結論から喋って。前提は聞かれたら答えればいい,部下との1on1,仕事
Clara,2021/12/14,これは持久戦に持ち込まれてる。短期勝負を捨てよう、もう,経営会議,戦略
Clara,2022/3/8,プーチンは賭けに出た。でも兵站の計算を完全に間違えてる,侵攻直後の社内ブリーフィング,地政学
Clara,2022/7/4,同盟相手を裏切らない、これだけは絶対に曲げないんだ私は,私的な会食で,ポリシー
Clara,2022/11/29,撤退戦の美しさってあるんだよ。粘るのは時に無能の証,取締役会,戦略
Clara,2023/3/22,大企業の中で正しいこと言い続けるの、もう体力的に無理だ,退職を決めた夜,仕事
Clara,2023/8/18,クライアントは絞る。合わない案件は最初から取らないのが正解,独立後の挨拶,仕事
Clara,2023/12/9,競合と組むのは構わない。ただし情報の非対称性は悪用しない,業界の集まり,ポリシー
Clara,2024/2/26,クレー撃つとね、頭の中の雑音が全部消えるんだよ気持ちいい,射撃場帰りの食事,趣味
Clara,2024/5/14,こっちが勝っても、相手の手筋が綺麗なら「お見事」って言うよ私は,戦略ボードゲーム会,趣味
Clara,2024/8/30,歴史を引用すると古臭いって言われるけど、構造は変わってないんだよ,経営者向け講演,歴史
Clara,2024/10/22,ハンニバルがアルプス越えたの29歳なんだよね。私とっくに過ぎてる,誕生日の独り酒,歴史
Clara,2024/12/3,父さん、潜水艦の指揮官ってさ、戦略コンサルと結構似てるんだよ,実家への帰省,家族
Clara,2025/1/15,すみません、その案、構造的に1938年のミュンヘンと同じです,政府委員会,地政学
Clara,2025/4/8,早く動くと褒められる業界は危ない。皆同じ罠にハマるんだよ,若手相談会,戦略
Clara,2025/6/21,私、顔は派手じゃないんだよ。知ってる、わざわざ聞かなくていい,雑誌取材,哲学
Clara,2025/8/14,負けると分かってる戦をやるな、これだけは父も同じ意見だった,父との終戦記念日会話,家族
Clara,2025/10/22,結婚?しないとは言わない。今は別の戦線で忙しいだけ,37歳誕生日に友人と,恋愛
Clara,2025/11/30,スコッチはね、地政学の歴史が瓶の中に入ってるんだよ全部,行きつけのバーで,趣味
Clara,2026/1/9,今年の論点は半導体じゃない、海底ケーブルだよ皆,クライアント新年会,地政学
Clara,2026/2/14,弟ね、お前は私と違って人に好かれるから、それで生きていけ,家族の集まり,家族
Clara,2026/3/5,経済安保はもう抽象論じゃない。具体の運用設計の段階だよ,政府委員会,地政学
Clara,2026/4/2,大企業を辞める若手に言いたい。三年は耐えて、それから決めて,若手起業家相談,仕事
Clara,2026/5/8,申し訳ない、その案件、私のポリシーに合わない。引き受けられない,新規商談,ポリシー
Clara,2026/5/15,これね、戦勝国の物語なんだよ。敗者の視点が完全に抜けてる,友人と軍事博物館,歴史
Reika,2008/3/15,お客様のお話を遮らない、本当にそれだけで八割うまくいくんですよ,銀座のクラブで新人ホステスへ,接客
Reika,2009/7/22,お酒が進まないお席って、お酒のせいじゃないこと多いんですよね,指名客との二人席,観察
Reika,2010/4/18,媚びることと、心地よくいることは、まったく別の技術なんです,控室での後輩指導,接客
Reika,2010/11/9,社長、本当に欲しいのはお酒じゃなくて、弱音を吐ける場所ですよね,銀座での二人席,観察
Reika,2011/4/3,営業って、売る仕事じゃなくて、選ばれる仕事だと思っているんです,新人歓迎会の挨拶,営業
Reika,2011/10/12,御社のことを伺う前に、社長ご自身のことを少しだけお聞かせください,富裕層顧客との顔合わせ,営業
Reika,2012/2/14,価格で買ってくださる方は、価格でいなくなります。それだけは覚えておいて,同期との食事会,営業
Reika,2012/6/20,そのお品、お似合いですけど、たぶんお買いになっても着られないですよね,接客中の率直な助言,信頼
Reika,2013/1/8,沈黙って、武器なんですよ。怖がらないで一度使ってみてください,後輩のロープレ後,観察
Reika,2013/9/19,御社の決算資料、隅々まで拝見しました。気になる注記が一つだけ,富裕層顧客との会食,営業
Reika,2014/5/26,良いお客様ほど、自分の弱さを見せても安全な相手を選ばれるんですよ,同僚とのランチ,観察
Reika,2014/12/3,紹介の連鎖が止まったら、それは関係の温度が下がったサインなんです,営業部月次レビュー,信頼
Reika,2015/3/11,私たぶん、次は売りにくいものを売る方が向いてる気がするんです,退職前の食事会,哲学
Reika,2015/8/5,このプロダクト、お客様に説明する前に、まず自分で半年使ってみますね,SaaS入社初週,営業
Reika,2015/11/29,御社のご決裁、たぶんお金じゃなくて社内政治の問題ですよね正直,エンプラ商談中,観察
Reika,2016/4/16,経営者の方の孤独に触れる時は、お酒より先にお茶でいいんです,同行営業の帰り道,経営者
Reika,2016/9/24,無理に決めなくて大丈夫です。ただ、決めない場合の損も見ておきましょう,商談クロージング,営業
Reika,2017/2/18,クロージングを焦った瞬間、相手はあなたを信用しなくなりますよ,営業研修,営業
Reika,2017/7/7,相手の言葉を、ほんの少しだけ言い換えて返す。それだけで距離は縮まります,部下との1on1,観察
Reika,2018/1/20,営業はチームスポーツです。一人のスタンドプレーで取った契約は続きません,営業部キックオフ,営業
Reika,2018/6/8,失注の理由を価格にしないで。本当の理由は、たいてい別の所にあります,失注レビュー,営業
Reika,2018/11/15,売上のお話は最後でいいんです。先に、その方が何を守りたいかを聞きましょう,経営者向けセミナー,経営者
Reika,2019/3/29,私のこと、聞かないでくださってありがとうございます,旧友との食事,距離
Reika,2019/8/13,一流ホテルのラウンジって、空気の作り方の教科書なんですよ本当に,出張先の朝食,趣味
Reika,2020/2/4,約束を守らない人とは、距離を置いていいんです。それは冷たさじゃないですよ,後輩のメンタリング,ポリシー
Reika,2020/7/30,こんな時だからこそ見える、お客様の素顔があると思っています,コロナ下のオンライン商談,観察
Reika,2020/12/9,お酒の席は、嫌なら断っていいんですよ。仕事は別の場所でも取れます,後輩女性の相談,接客
Reika,2021/3/18,売る仕事じゃなくて、選ばれる理由を整える仕事に移ろうと思っています,退職挨拶,営業
Reika,2021/9/2,私、案件を選ばせていただきます。これは生意気じゃなくて、責任の取り方です,独立後の初顧客,ポリシー
Reika,2022/1/14,そのご決断、たぶん奥様にもまだお話しされてないですよね,クライアントCEO面談,観察
Reika,2022/5/7,政策のお話の前に、まず誰の顔を立てたいか教えていただけますか,政治家系団体の会合,経営者
Reika,2022/9/24,私、誰かに頼られる仕事は好きです。ただ、頼られすぎるのは別の話で,親しい友人に独白,距離
Reika,2023/2/22,お茶の所作はね、営業に一番効くんですよ嘘みたいですけれど,茶道仲間とのお茶,趣味
Reika,2023/7/11,売れないのは製品のせいじゃなくて、お客様の社内事情ですよ多分,スタートアップ社長との対話,営業
Reika,2023/12/5,古い映画を観るとね、人の機微の解像度が上がるんですよ不思議と,友人との映画談義,趣味
Reika,2024/3/8,紹介者の顔を潰さないこと、これだけは絶対なんです私,紹介御礼の会食,ポリシー
Reika,2024/6/19,利益を出すことを恥じる必要はありません。続く関係は、利益が残るから続くんです,提案後の会食,営業
Reika,2024/9/12,自分のことを語らないって、冷たさじゃなくて、相手への余白の作り方なんです,若手女性営業との面談,距離
Reika,2024/11/26,後継のお話、本当はずっとお気になられてますよね社長,会食の終盤でふと,経営者
Reika,2025/1/30,私はね、人を売上として見たくないんですよ。それだけが残っているんです,親しい友人との夜食,ポリシー
Reika,2025/4/22,御社の良さは、まだお客様にちゃんと翻訳されていないだけなんです,紹介先社長との初回,営業
Reika,2025/7/15,経営者は強くあるべき、っていう呪縛、そろそろ手放していいですよ,若手起業家との個別相談,経営者
Reika,2025/9/9,この年齢になると、相手の顔より、その人の沈黙が読めるようになるんです,誕生日の独り言,観察
Reika,2025/11/4,こういう場所はね、お金を払って空気を買いに来るんですよ皆さん,高級ホテルラウンジで友人と,趣味
Reika,2025/12/20,来年は売る話より、続ける話をしましょうね,年末のクライアント会食,営業
Reika,2026/2/11,高圧的なクロージングって、自分の不安を相手に押し付けてるだけなんです,若手営業の個別相談,営業
Reika,2026/3/28,案件は、数より、紹介者の顔色で選びます私は,親しい紹介者との食事,信頼
Reika,2026/4/15,数字よりも、社長の今夜の表情の方がよほど雄弁ですよ,経営者との会食終盤,観察
Reika,2026/5/3,信頼って、急ぐと壊れる、けれど時間をかけすぎても腐るんですよね,メンティーへの助言,信頼
Reika,2026/6/1,またお困りの時に思い出してくだされば、それで十分です,案件終了時の別れ際,営業
Domon,2001/4/5,数字はね、嘘をつかないんです。ただ、数字を作る人間は嘘をつくので,投資銀行の新人研修,財務
Domon,2002/8/14,それ、今いくらの話として見ていますか?,クライアントとの会議,投資
Domon,2003/3/22,売上の数字だけで判断する経営者、俺は基本的に信用しないんですよ,同期との居酒屋,経営
Domon,2004/9/8,期待値だけなら悪くない。ただ、下振れの時に御社が耐えられないですよ,クライアントへの提案,投資
Domon,2005/2/17,リスクって、確率、損失額、時期、回避策まで分解してこそ意味があるんです,上司との議論,財務
Domon,2005/11/3,「なんとなく儲かりそう」って言葉、案件の墓場の入口ですよ正直,部下のレビュー,投資
Domon,2006/6/24,この成長率、前提が三つ崩れたら全部消えますよきれいに,IPO上場準備会議,投資
Domon,2007/4/9,数字で相手を追い詰めないでください。逃げ道と次の一手を一緒に示すんですよ,部下との1on1,哲学
Domon,2008/9/18,レバレッジは加速装置じゃない、棺桶を運ぶ車輪です本当に,リーマン直後の対応会議,投資
Domon,2008/12/5,楽観的なモデルが、何百人の人生を吹き飛ばしたかね今回だけで,危機後のバー,人情
Domon,2009/4/2,投資銀行から来たって警戒されてるの分かってますよ、ゆっくりやらせてください,事業会社の着任挨拶,経営
Domon,2009/10/15,PLじゃなくて、BSとキャッシュフローを見てくださいまず最初に,海外投資の経営会議,財務
Domon,2010/3/30,売上成長より、運転資本と解約率を見るんですよプロは結局,部下の研修,財務
Domon,2010/9/12,撤退コストを先に見積もる。やめる価値も、選択肢の一つなんですよ立派な,戦略会議,経営
Domon,2011/3/15,今は数字の前に、人と取引先の安否です順番が違うんですよこれは,震災後の対策本部,人情
Domon,2011/11/8,うちは無理に借りない。借りる時は、返す絵が描けてる時だけです,銀行団との交渉,財務
Domon,2012/5/20,財務はね、コストカット係じゃない、選択肢を増やす係なんですよ本来は,役員会,経営
Domon,2012/10/14,バリュエーションは正解を当てる作業じゃない、意思決定の地図を作る作業です,部下のメンタリング,投資
Domon,2013/2/24,御社の限界利益、どこまで圧縮できるか出してから議論しませんか,取引先取締役会,財務
Domon,2013/8/3,古いライターってのはね、捨てられないんですよ理由なんかなくても,行きつけのバーで一人,趣味
Domon,2014/4/8,単純な人員削減はしません。事業売却、価格改定、配置転換、全部使います,CFO就任時の全社集会,経営
Domon,2014/9/29,切る事業と、守る人を分けて考えるんですよ順番にね、丁寧に,事業売却交渉,人情
Domon,2015/3/11,数字の裏には必ず人がいる。これは投資銀行時代に叩き込まれたことです,復興プロジェクトで,人情
Domon,2015/10/22,短期の利益より、負けても生き残れる体質を作っているんですよ今は,株主向けIR説明会,経営
