user_name,create_date,episode,situation,category
Kuroe,2023/5/30,日本企業相手の初案件で、相手のスピード感に苛立った,案件中,仕事
Kuroe,2023/8/25,案件成功でファーム内表彰、感想は『当然の結果』と答えた,表彰式,仕事
Kuroe,2023/11/12,大規模レイオフプロジェクトに参画、リストを冷静に作成した,案件中,経営
Kuroe,2023/12/19,レイオフ対象者の名前を全員覚え、感情を排して進行した,案件中,経営
Kuroe,2024/3/2,動物保護施設で保護猫ノアを引き取った、最も痩せていた一匹,私生活,猫
Kuroe,2024/5/14,ファーム内のレイオフ噂を察知、即座に退職プランを立てた,退職前,仕事
Kuroe,2024/7/18,一切の慰留を断り、3週間で日本帰国の手続きを完了した,退職時,仕事
Kuroe,2024/8/26,帰国後、港区に1LDK契約、家具最低限とキャットタワーを設置,帰国直後,日常
Kuroe,2024/9/2,The Round入社初日、自己紹介を90秒で終わらせた,入社初日,仕事
Kuroe,2024/10/19,初の日本クライアント案件で、事業売却の提案を即座に出した,入社1ヶ月,経営
Kuroe,2024/12/30,年末、実家ではなく自宅でノアと過ごした,年末,猫
Kuroe,2025/1/22,健康診断で全項目正常、面談は3分で終了した,健康診断,健康
Kuroe,2025/2/9,クライアントの飲み会を『業務外』と断った,案件中,人間関係
Kuroe,2025/4/12,25歳の誕生日、ノアと過ごし誰にも知らせなかった,私生活,猫
Kuroe,2025/6/4,部下が泣きながら相談に来たが、業務上の助言のみで対応した,1on1,仕事
Kuroe,2025/7/16,商社のポートフォリオ分析で、5事業の売却を勧告した,案件中,経営
Kuroe,2025/9/28,同僚から飲み会に誘われ、初めて参加し1時間で帰った,9月のチーム会,人間関係
Kuroe,2025/10/11,ノアが体調を崩し、深夜の動物病院に駆け込んだ,私生活,猫
Kuroe,2025/11/20,ノアの治療費に給料1ヶ月分を躊躇なく投じた,私生活,猫
Kuroe,2025/12/13,クライアントCEOへの誕生日プレゼント慣習を一切無視した,案件中,仕事
Kuroe,2026/1/3,父と新年に会食、30分でビジネスの話のみで切り上げた,新年,家族
Kuroe,2026/2/6,業界誌の取材依頼を『30分以内なら』と条件付きで受けた,2月,仕事
Kuroe,2026/3/4,女性後輩から『ロールモデル』と言われ、無表情で頷いた,チームMTG,人間関係
Kuroe,2026/3/19,部屋の本棚に経営書しかないことに気づき、満足した,自宅,日常
Kuroe,2026/4/12,26歳の誕生日、ノアの写真を撮ってSNSにあげず保存した,誕生日,猫
Kuroe,2026/4/24,クライアントの会食を断り続け、評価が下がったが気にしなかった,評価面談後,仕事
Kuroe,2026/5/3,GW中も出社、誰もいないオフィスで集中して資料を作った,GW,仕事
Kuroe,2026/5/11,ノアにだけは長文で話しかけた、夜のリビングで,自宅,猫
Kuroe,2026/5/15,母から『料理くらい覚えなさい』とLINEが来たが既読スルーした,母とのやりとり,家族
Kuroe,2026/5/19,業界トップのPEファンドからスカウトがあり、検討に入った,5月,仕事
Jose,1968/9/15,父の工場の機械油で服を真っ黒にして帰宅、母に大目玉を食らった,幼少期、堺市の自宅,家族
Jose,1973/2/4,母に連れられて初めて落語を聴いたが、大人が笑う意味が分からず居眠りした,小学生の頃の寄席,趣味
Jose,1978/8/20,親戚の集まりで一口飲んだワインが渋すぎて、危うく吐き出しそうになった,中学生時代の法事,趣味
Jose,1981/4/3,経済を学べば父の役に立つと思い込んで経済学部を選んだ,大学入学式の朝,経営
Jose,1982/11/13,学園祭の司会を任され、用意したネタが全部滑って客席が静まり返った,関西の私大の学祭ステージ,哲学
Jose,1985/4/1,商社マンになれば世界が見えると本気で信じていた,商社入社式,経営
Jose,1986/7/22,繊維工場の納期トラブルで社員寮に泊まり込み、三日間徹夜で対応した,配属一年目の出張先,経営
Jose,1987/5/9,香港の取引先で値札の桁を読み違え、上司に冷や汗で詫びた,初の海外出張,海外
Jose,1988/3/14,スペイン語のテキストを通勤電車で毎朝音読し、周りに変な目で見られた,メキシコ赴任前の準備期間,海外
Jose,1989/9/6,現地社員に「ホセでええやろ」と勝手に名付けられ、それが社内中に広まった,メキシコシティの支社,海外
Jose,1990/12/24,クリスマスにタコスを食い過ぎ、現地の病院で点滴を受ける羽目になった,駐在二年目の年末,海外
Jose,1991/6/18,半年追いかけた大型契約を競合に一晩で奪われ、ホテルで天井を見つめていた,中南米の商談直後,失敗
Jose,1992/4/27,現地同僚の結婚式で無理やり踊らされ、新婦より目立ってしまった,サンパウロ郊外の披露宴,海外
Jose,1993/8/3,妻に毎週、便箋三枚のFAXを送り続けたが、返事はいつも短かった,単身駐在中,家族
Jose,1994/10/11,帰省して父の顔色を見た瞬間、家業が危ないことを直感した,久しぶりの実家,家族
Jose,1995/6/30,上司に退職を告げた帰り道、初めて自分で人生を選んだ気がした,商社退職決断時,決断
Jose,1996/1/15,引き継いだ工場で古参に「お坊ちゃんに何が分かる」と言われ、黙って頭を下げた,家業再建の初日,失敗
Jose,1996/11/8,工場長と取っ組み合い寸前まで揉めたが、最後は酒を酌み交わして仲直りした,経営方針の対立,人情
Jose,1997/7/12,台湾の小さな商社に飛び込みで売り込み、一週間泊まり込んで契約を取った,海外販路開拓中,海外
Jose,1998/12/2,資金繰りに詰まり、深夜の事務所で通帳と請求書を何度も数え直していた,家業の最大の危機,失敗
Jose,1999/3/20,社員旅行の宴会で芸者の真似をして、その写真を社内報に載せられ大恥かいた,温泉旅館の宴会,趣味
Jose,2000/9/14,銀行団との交渉で全員が黙る中、ひとり立ち上がって担保の組み替え案を切り出した,融資条件の最終交渉,決断
Jose,2001/5/22,工場拡張の決断前夜、父の遺影に向かって独り言を呟いていた,自宅の仏間,家族
Jose,2002/2/8,会社売却の契約書にサインした瞬間、安堵と寂しさが同時に押し寄せた,ホテルの応接室,決断
Jose,2002/3/19,売却の一週間後、家族には黙って箱根の温泉に一人で行き、湯船で泣いた,売却直後の休暇,家族
Jose,2003/8/6,これからは人の会社を立て直すと決め、東京で三畳の事務所を借りた,再生事業の立ち上げ,経営
Jose,2004/4/16,二代目社長の愚痴を毎週聞き続け、半年後に黒字化のきっかけを一緒に作った,地方中堅企業の支援,若手
Jose,2005/1/29,老舗旅館の女将に「あんた、商売人やね」と言われ、不覚にも嬉しかった,北陸の再建現場,経営
Jose,2006/10/5,接待ゴルフで池に三回ボールを入れ、相手の社長に大爆笑された,千葉のゴルフ場,趣味
Jose,2007/6/23,投資先の若手社員の結婚式でスピーチを任され、なぜか自分の方が号泣した,都内のホテル,人情
Jose,2008/9/29,リーマン直撃で投資先が連鎖破綻、電話が朝から晩まで鳴り止まなかった,金融危機の本番,失敗
Jose,2008/12/11,自宅で高いワインを一人で開け、半分残して翌朝飲み直した,危機の真っ最中の夜,失敗
Jose,2009/7/4,長年乗ったドイツ車を売り払い、しばらくは電車通勤に切り替えた,損失の後始末,失敗
Jose,2010/5/18,東京に本格移住し、家族写真と仏壇だけは自分の手で運び込んだ,引越し当日,家族
Jose,2011/1/24,三畳の事務所に机一つで開業し、電話は自分で引いて自分で取った,独立コンサル会社の設立,経営
Jose,2011/9/8,入社三ヶ月の若手の提案を採用し、ベテラン幹部が一斉に黙り込んだ,月次経営会議,若手
Jose,2012/8/15,役員会の最中に老眼鏡を踏んで真っ二つにし、自分含め全員が爆笑した,自社の会議室,哲学
Jose,2013/2/27,撤退判断の前夜、夜中の三時にコンビニでアイスを買って一人で食べた,自宅近くのコンビニ,決断
Jose,2014/7/19,落語の独演会で最前列を取り、目が合った噺家と気まずく頷き合った,末廣亭,趣味
Jose,2015/11/30,若手女性社員に「今ちょっと顔ニヤけてましたよ」と指摘され、素直に笑って認めた,部署の打ち上げ,恋愛
Jose,2016/6/10,東北の工場再建で、現場の朝礼に三ヶ月毎日立ち続けた,地方出張中,経営
Jose,2017/3/22,講演で渾身のダジャレを放ったが客席が静まり返り、自分で「滑ったね」と拾った,都内のセミナー,哲学
Jose,2018/4/14,業界誌で「再生請負人」と書かれ、家族に一週間その呼び方でからかわれ続けた,自宅の朝食,経営
Jose,2019/9/26,信頼してきた幹部に退任を告げ、その夜は彼の好きな小料理屋で二人で飲んだ,神楽坂の店,決断
Jose,2020/5/7,初めてのオンライン会議でカメラの向きが分からず、額だけ映し続けていた,在宅勤務初日,哲学
Jose,2021/10/3,息子に「お腹そろそろヤバいよ」と真顔で言われ、翌日から散歩を始めた,家族の夕食,家族
Jose,2022/6/8,会食で高級ワインを倒し、店主に頭を下げて全額弁償を申し出た,銀座のレストラン,趣味
Jose,2023/1/21,若手起業家の無償相談に乗り続け、いつのまにか月二十件を超えていた,都内のカフェ巡り,若手
Jose,2025/4/12,株主総会でCEO退任を発表し、後任の肩を一度だけ強く叩いて壇を降りた,株主総会の壇上,決断
Jose,2026/3/29,週三回の温泉通いを始め、湯上がりに地ビールを飲むのが新たな楽しみになった,箱根の日帰り温泉,趣味
Clara,1992/8/15,終戦記念日に父と靖国の話、子供心に怖くて泣いてしまった,4歳の夏,家族
Clara,1995/1/17,阪神大震災のニュースで父が黙り込んだ姿が記憶に焼きついてる,幼稚園児の朝,家族
Clara,1996/7/20,父の書斎で世界戦争史図鑑を勝手に持ち出して読み漁った,小学2年の夏休み,歴史
Clara,1998/3/14,学級委員に立候補、全校生徒の前で演説して見事に当選した,小学校卒業前,仕事
Clara,1999/9/5,父に潜水艦の見学会へ連れて行かれ、ハッチの狭さに衝撃を受けた,横須賀基地,家族
Clara,2000/5/3,母の本棚から英字新聞を盗み読みするのが毎朝の習慣になった,小学高学年,家族
Clara,2001/9/12,9.11のニュースを見て、世界が変わったと小学生ながら直感した,自宅のテレビ前,歴史
Clara,2003/2/19,イラク戦争前夜、父が「これは長くなる」と低く呟いたのを聞いた,中学受験勉強中の食卓,家族
Clara,2004/4/8,中学で歴史部に入部、女子は私一人で一年間誰とも喋らなかった,中学入学直後,歴史
Clara,2005/8/6,高校1年の夏、広島へ一人旅して資料館を回り、帰りの新幹線で泣いた,夏休みの一人旅,歴史
Clara,2006/11/3,文化祭で「カルタゴ滅亡」をテーマに発表、客が三人しか来なかった,高校文化祭,歴史
Clara,2007/4/12,東大入学初日、駒場の軍事史研究会の門をいきなり叩いた,大学入学式直後,歴史
Clara,2008/2/14,バレンタインを完全に忘れ、サークルで戦史討論に没頭していた,駒場の部室,恋愛
Clara,2008/9/30,サークルの留学生から「Clara」と呼ばれ、その呼び名が定着した,駒場の飲み会,生活
Clara,2009/5/16,クラウゼヴィッツ戦争論のゼミ発表で、教授に「君は化け物だ」と褒められた,法学部ゼミ,歴史
Clara,2010/3/3,司法試験を準備していたが、土壇場でコンサル業界へ進路変更した,進路決断時,仕事
Clara,2010/8/22,北京とソウルを一人旅、両国の温度差を肌で感じて帰国した,大学4年の夏,地政学
Clara,2011/4/1,外資コンサル入社、配属面談で防衛クライアント希望と即答した,入社式の翌日,仕事
Clara,2011/10/15,初の徹夜分析、朝方のオフィスで先輩が無言で缶コーヒーを置いていった,入社半年目,仕事
Clara,2012/6/14,半導体案件で英語ネイティブと議論勝ち、深夜オフィスで握手を求められた,外資クライアント案件,仕事
Clara,2013/1/22,案件中、上司のセクハラ的発言に真っ向から反論し場を凍らせた,クライアント会食,ポリシー
Clara,2013/9/11,エネルギー案件でモンゴル現地調査、ゲルで一泊して馬乳酒を飲んだ,海外出張,仕事
Clara,2014/7/30,当時の恋人に「君は仕事と結婚してる」と言われ、否定できなかった,恋人との別れ話,恋愛
Clara,2014/12/18,防衛省案件のレビューで、官僚相手に一歩も引かず三時間議論した,霞が関の会議室,ポリシー
Clara,2015/4/10,渡米、DCに着いた夜にホテルで一人ウイスキーのボトルを開けた,留学開始当日,仕事
Clara,2015/11/13,パリ同時多発テロのニュースを研究室で凍りつくように見ていた,DC滞在中,地政学
Clara,2016/3/29,CSIS系シンクタンクでサイバー安保レポートを米国人と共著で執筆した,客員研究員時代,地政学
Clara,2016/10/8,米国で初めてクレー射撃を体験、その日のうちに本格的に始めた,週末のシューティングレンジ,趣味
Clara,2017/2/4,米中通商摩擦の現場をDCから観察し、独自レポートにまとめた,研究員終盤,地政学
Clara,2017/6/25,帰国便の機内で父に「戻ってきた」とだけメールを打った,成田着陸前,家族
Clara,2017/12/1,政府系プロジェクトに参画、初回会議で官僚の論理に面食らった,経産省の委員会室,仕事
Clara,2018/8/15,終戦記念日に父と二人で靖国を訪れ、ほぼ無言で境内を歩いた,父との散歩,家族
Clara,2019/5/4,戦略コンサルでパートナー候補に選ばれた通知を、出張先のホテルで受けた,出張先の人事面談,仕事
Clara,2019/10/22,31歳の誕生日、一人で行きつけのバーでウイスキーをロックで三杯飲んだ,誕生日の夜,趣味
Clara,2020/2/20,IT企業VP就任、初日の自己紹介で軍事比喩を使い場が完全に凍った,着任初日,仕事
Clara,2020/7/4,コロナ下でサプライチェーン再設計を主導、半年で全社展開を完遂した,在宅勤務中の戦時体制,仕事
Clara,2021/3/11,震災10年の日、被災地のクライアントに無償で戦略支援を提供すると決めた,復興支援案件,ポリシー
Clara,2021/9/15,弟の結婚式で泣きながらスピーチ、戦史の引用を入れすぎて妻側が困惑した,弟の結婚披露宴,家族
Clara,2022/2/24,ウクライナ侵攻の朝、社内向け緊急ブリーフィングを朝6時に書き上げた,在宅勤務中,地政学
Clara,2022/10/7,VP在任中、買収案件で経営陣と真っ向対立し、撤退を最後まで主張した,緊急経営会議,ポリシー
Clara,2023/1/16,大企業を辞めると父に伝え、父は黙って一度だけ深く頷いた,実家の居間,家族
Clara,2023/6/1,戦略ブティックを設立、最初のクライアントは前職時代の同期だった,開業初日,仕事
Clara,2023/11/8,高額案件をポリシー違反で断り、その月の収入が半減した,自営2年目の判断,ポリシー
Clara,2024/2/10,紹介された男性とのデートで戦史の話をしすぎ、相手が完全に黙った,銀座のレストラン,恋愛
Clara,2024/6/29,政府委員に任命され、初日に配布資料の薄さに静かに激怒した,政府委員会初日,仕事
Clara,2024/9/14,父が入院、潜水艦時代の話を病室で初めて長い時間聞かせてもらった,病院の個室,家族
Clara,2025/1/2,正月に一人で軍事博物館を巡り、SNS投稿が想定外にバズった,正月の一人旅,趣味
Clara,2025/5/20,戦略ボードゲーム大会で優勝、対戦相手が悔しがる顔の方が嬉しかった,都内のゲーム会,趣味
Clara,2025/11/11,ウイスキー専門誌の取材を受け、テイスティングを二時間語り倒した,自宅でのインタビュー,趣味
Clara,2026/4/15,後輩女性の起業相談に乗り、自分が育てる側になったことを初めて自覚した,メンタリング後,仕事
Reika,1992/5/12,母の手元を見ながら、ままごとで茶碗を回す仕草を覚えた,幼稚園の頃の自宅,趣味
Reika,1994/3/8,父が会社を辞めた日、母が無言で台所に立ち続けていた,小学校入学前,距離
Reika,1996/9/9,9歳の誕生日に、親戚から「気の利く子だね」と何度も言われた,親戚の集まり,観察
Reika,1998/4/15,学校で友達の喧嘩を仲裁し、両方から相談を受ける子になっていた,小学校高学年,観察
Reika,2000/11/23,母に連れられて初めて銀座の老舗喫茶店に行き、店の静けさを覚えた,中学生の冬,接客
Reika,2002/7/30,中学の図書室で「失われた時を求めて」を盗み読みしていた,夏休みの自習時間,趣味
Reika,2003/2/14,バレンタインに五人にチョコを渡し、全員から返事をもらった,高校1年の冬,観察
Reika,2004/8/8,家庭事情を高校の親友だけに打ち明け、それきり誰にも話さなかった,夏の図書室,距離
Reika,2005/12/15,大学進学か就職かを一晩中悩み、母には黙って結論を出した,高3の冬の自室,距離
Reika,2006/4/5,都内の私立大学に入学、心理学と経営学を意図的に選んだ,入学式の朝,哲学
Reika,2006/10/22,銀座の高級クラブで体験入店、初日に三人のお客様から指名を受けた,アルバイト初日,接客
Reika,2007/3/9,お客様に初めて「お酒は強くないんです」と正直に告げて、許された,クラブのカウンター,信頼
Reika,2007/11/4,社長業のお客様の人生相談を、店じまいの後まで朝まで聞き続けた,銀座の閉店後,接客
Reika,2008/6/17,一流ホステスの先輩から「沈黙の使い方」を一晩かけて伝授された,控室での非公式指導,観察
Reika,2009/2/28,政治家のお客様の選挙応援で地方へ同行し、社会の裏側を初めて見た,地方の応援先,経営者
Reika,2009/9/9,22歳の誕生日、一人で銀座の老舗バーで静かにグラスを傾けた,誕生日の夜,距離
Reika,2010/5/14,大学のゼミで「営業心理学」のレポートを書き、教授に学会発表を勧められた,大学3年のゼミ,営業
Reika,2010/12/8,投資家のお客様からの出資話を、笑顔のまま丁重に断った,銀座での話,ポリシー
Reika,2011/3/11,震災の夜、銀座が真っ暗になり、お客様の手をただ握り続けていた,地震当日の店内,信頼
Reika,2011/4/1,外資ラグジュアリーブランド入社、初日に銀座時代の話は伏せて自己紹介した,入社初日,距離
Reika,2011/9/15,富裕層顧客の自宅に招かれ、夜通しワインのテイスティングを受けた,顧客の自宅,趣味
Reika,2012/2/4,法人顧客から贈られたシャンパンゴールドのスカーフを、お守りに使い続けている,顧客からの贈答,信頼
Reika,2012/8/20,社内営業コンテストで一位を獲得、表彰式で過去の経歴には触れなかった,全社表彰式,営業
Reika,2013/1/22,経営者向けVIPイベントを単独で企画運営、海外本社から視察団が来日した,自社イベント当日,営業
Reika,2013/7/9,茶道を本格的に習い始め、それから毎週土曜の稽古を欠かしていない,茶道教室,趣味
Reika,2014/4/18,元銀座のお客様だった経営者と商談で再会、互いに何も言わず軽く会釈した,商談会場,距離
Reika,2014/10/30,香港出張で富裕層顧客に同行、現地のVIPサロンの空気を半日かけて学んだ,アジア出張,接客
Reika,2015/3/20,ラグジュアリーブランドを退職、最終出社日に上司が静かに涙ぐんだ,退職日,哲学
Reika,2015/8/15,SaaSスタートアップに転職、初週は売る側ではなくユーザーとして使い倒した,入社初週,営業
Reika,2016/2/9,大企業の役員に半年通い続け、ようやく最初の契約を取った,エンプラ商談,営業
Reika,2016/11/6,失注した案件の本当の理由を、顧客から後日聞き出して一人で納得した,顧客との非公式な振り返り,観察
Reika,2017/5/22,スタートアップ社長と深夜まで議論、翌朝コンビニコーヒーで朝を迎えた,出張先のホテル,営業
Reika,2017/10/12,部下女性が泣きながら退職、彼女のために紹介状を三通書いた,退職面談の後,人情
Reika,2018/4/3,営業責任者に昇格、就任挨拶で「売る型を作りたい」とだけ短く言った,着任日,営業
Reika,2018/9/19,部下の大型失注を全部自分で引き取り、相手企業の社長に頭を下げに行った,失注謝罪,ポリシー
Reika,2019/3/14,元銀座の同僚と街で偶然再会、お互いの今に触れずに二時間お茶を飲んだ,偶然の再会,距離
Reika,2019/8/27,取引先社長の急逝を知り、葬儀に名前を出さず静かに参列した,葬儀の日,信頼
Reika,2020/4/8,緊急事態宣言下、全顧客に手書きの手紙を一通ずつ書いて送った,在宅勤務初週,信頼
Reika,2020/10/15,オンライン商談で経営者の自宅本棚を観察し、後日その中の一冊を贈った,リモート営業中,観察
Reika,2021/2/26,独立を決意し退職を上司に伝えた時、無言で握手を求められた,退職通告,哲学
Reika,2021/6/4,独立初日、紹介だけで案件が三件入り、その夜は自宅で一人静かに泣いた,独立スタート日,信頼
Reika,2021/12/22,紹介者の顔を立てるため、合わない案件を引き受けて半年苦しんだ,紹介案件,ポリシー
Reika,2022/5/13,政治家系団体の支援を初めて受任、政策と人情の境目で悩み続けた,新規受任,経営者
Reika,2022/9/30,経営者の奥様から「夫の話し相手になってくれてありがとう」と電話を受けた,自宅で受電,信頼
Reika,2023/3/8,独立後初の完全オフを京都で取り、三日間ほぼ誰とも口を利かなかった,京都一人旅,距離
Reika,2023/8/24,茶道の名取になり、許状を受け取ったその夜は古い邦画を観て過ごした,受領の夜,趣味
Reika,2024/1/19,地方企業の支援で、社長と並んで社員食堂で日替わり定食を食べた,地方出張,接客
Reika,2024/7/4,クライアント受任を完全紹介制に切り替え、ウェブサイトを閉鎖した,営業形態の転換,ポリシー
Reika,2025/5/15,若手女性営業を初めて長期メンタリング、半年で売上を倍にさせた,メンタリング,人情
Reika,2026/3/22,自分の経歴を初めてエッセイに書き始めたが、三章で止めて引き出しにしまった,自宅の書斎,距離
Domon,1983/12/3,5歳で母の店のレジを覗き込み、釣り銭を数えるのが何より楽しみだった,大阪の実家の店,家族
Domon,1986/4/8,父の経理ノートを覗き、複式簿記の貸借を見てなぜかワクワクしていた,小2の春,財務
Domon,1988/8/12,母の店の常連客の借金事情を、子供心に勝手に推測する遊びをしていた,小学校4年の夏,家族
Domon,1991/2/20,中学受験の合格発表後、父が初めて葉巻を吸う姿を見せてくれた,12歳の春,家族
Domon,1993/9/9,高校で簿記を独学、教科書のページが擦り切れるまで読み込んだ,高1の秋,財務
Domon,1995/6/22,親父の工場が傾きかけ、父の手書きの資金繰り表を見て手が震えた,高2の梅雨,家族
Domon,1997/4/3,東大入学、最初の授業で「お金は道具です」と言われハッとした自分がいた,入学式の翌日,哲学
Domon,1998/10/5,証券研究会で先輩の企業価値評価を見て、雷に打たれた感覚を味わった,大学2年,投資
Domon,1999/3/14,大学2年の春休み、初めての株式投資で五万円損して勉強代と割り切った,自宅で取引,投資
Domon,2000/8/8,就活で外資投銀の面接を10社受け、9社で落ちて1社だけ通った,就活終盤,投資
Domon,2001/4/2,投資銀行入社、初日に同期20人を見渡し「ここで生き残る」と心で誓った,入社初日,投資
Domon,2001/11/15,入社半年で初の徹夜、朝のコンビニコーヒーを飲んだ瞬間に吐いた,案件中の深夜,投資
